node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c201M01N01,Tacit experience-based know-how,Tacit Knowledge,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Small and medium-sized enterprises (SMEs) still depend heavily on tacit, experience-based know-how that rarely makes its way into formal documentation.","Unwritten, experience-based insights people carry in their heads that are difficult to articulate.",Page 1
c201M01N02,Informal maintenance process narrative,Explicit Knowledge,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The user initiated the conversation by describing the entire reactive maintenance process in a single, detailed message.",Plain natural-language text entered into the conversational assistant by an expert user describing work routines.,Page 5
c201M01N03,Standards-compliant BPMN 2.0 XML,Explicit Knowledge,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"A xml block containing the complete, standards-compliant BPMN 2.0 XML for the process diagram.","A highly structured, verbose text-based serialization standard maintained by the Object Management Group.","Page 1, Page 3"
c201M01N04,Overlay objects array JSON,Explicit Knowledge,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,A json block containing an array of overlay objects for adding comments to the diagram.,A text data block containing structural analytical observations tied to specific model element IDs.,Page 3
c201M01N07,Assembly line operator,Knowledge Holder,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The process begins when an operator verbally reports a machine fault to a supervisor.,The shop-floor worker who runs the manufacturing equipment and discovers physical faults.,Page 5
c201M01N08,Maintenance supervisor,Knowledge Holder,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,He finds the maintenance supervisor and verbally explains the problem.,The organizational role responsible for distributing tasks to available technicians.,Page 5
c201M01N09,Technician,Knowledge Holder,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The supervisor grabs the nearest available technician... and sends them to investigate.,The operational worker tasked with diagnosing machine faults and conducting maintenance repairs.,"Page 4, Page 5"
c201M01N10,Procurement manager,Knowledge Holder,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The technician fills out a paper purchase request form and leaves it on the procurement manager's desk.,The administrator in charge of handling purchasing documentation and parts acquisitions.,"Page 4, Page 5"
c201M01N12,Reactive and untracked equipment maintenance process,Traditional Human-central Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The chosen case study focuses on a common and inefficient process for managing unplanned equipment downtime... almost entirely reactive and relies on informal, manual communication.","The legacy, human-driven operational routine used to handle machine breakdowns.",Page 5
c201M01N13,LLM-driven conversational process documentation assistant,Technology-enable Practice,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor.,The interactive system prototype built to extract knowledge via automated chat interviews.,"Page 1, Page 3"
